rime_group,initial,base,tone1,tone2,tone3,tone4,tone5,tone7,tone8,tone9,tone1_num,tone2_num,tone3_num,tone4_num,tone5_num,tone7_num,tone8_num,tone9_num
ioh,kh,khioh,khioh,khióh,khiòh,khioh,khiôh,khiōh,khio̍h,khiőh,khioh1,khioh2,khioh3,khioh4,khioh5,khioh7,khioh8,khioh9
ioh,l,lioh,lioh,lióh,liòh,lioh,liôh,liōh,lio̍h,liőh,lioh1,lioh2,lioh3,lioh4,lioh5,lioh7,lioh8,lioh9
ioh,m,mioh,mioh,mióh,miòh,mioh,miôh,miōh,mio̍h,miőh,mioh1,mioh2,mioh3,mioh4,mioh5,mioh7,mioh8,mioh9
ioh,n,nioh,nioh,nióh,niòh,nioh,niôh,niōh,nio̍h,niőh,nioh1,nioh2,nioh3,nioh4,nioh5,nioh7,nioh8,nioh9
ioh,ng,ngioh,ngioh,ngióh,ngiòh,ngioh,ngiôh,ngiōh,ngio̍h,ngiőh,ngioh1,ngioh2,ngioh3,ngioh4,ngioh5,ngioh7,ngioh8,ngioh9
ioh,p,pioh,pioh,pióh,piòh,pioh,piôh,piōh,pio̍h,piőh,pioh1,pioh2,pioh3,pioh4,pioh5,pioh7,pioh8,pioh9
ioh,ph,phioh,phioh,phióh,phiòh,phioh,phiôh,phiōh,phio̍h,phiőh,phioh1,phioh2,phioh3,phioh4,phioh5,phioh7,phioh8,phioh9
ioh,s,sioh,sioh,sióh,siòh,sioh,siôh,siōh,sio̍h,siőh,sioh1,sioh2,sioh3,sioh4,sioh5,sioh7,sioh8,sioh9
ioh,t,tioh,tioh,tióh,tiòh,tioh,tiôh,tiōh,tio̍h,tiőh,tioh1,tioh2,tioh3,tioh4,tioh5,tioh7,tioh8,tioh9
ioh,th,thioh,thioh,thióh,thiòh,thioh,thiôh,thiōh,thio̍h,thiőh,thioh1,thioh2,thioh3,thioh4,thioh5,thioh7,thioh8,thioh9
ioh,ts,tsioh,tsioh,tsióh,tsiòh,tsioh,tsiôh,tsiōh,tsio̍h,tsiőh,tsioh1,tsioh2,tsioh3,tsioh4,tsioh5,tsioh7,tsioh8,tsioh9
ioh,tsh,tshioh,tshioh,tshióh,tshiòh,tshioh,tshiôh,tshiōh,tshio̍h,tshiőh,tshioh1,tshioh2,tshioh3,tshioh4,tshioh5,tshioh7,tshioh8,tshioh9
iok,,iok,iok,iók,iòk,iok,iôk,iōk,io̍k,iők,iok1,iok2,iok3,iok4,iok5,iok7,iok8,iok9
iok,b,biok,biok,biók,biòk,biok,biôk,biōk,bio̍k,biők,biok1,biok2,biok3,biok4,biok5,biok7,biok8,biok9
iok,g,giok,giok,giók,giòk,giok,giôk,giōk,gio̍k,giők,giok1,giok2,giok3,giok4,giok5,giok7,giok8,giok9
iok,h,hiok,hiok,hiók,hiòk,hiok,hiôk,hiōk,hio̍k,hiők,hiok1,hiok2,hiok3,hiok4,hiok5,hiok7,hiok8,hiok9
iok,j,jiok,jiok,jiók,jiòk,jiok,jiôk,jiōk,jio̍k,jiők,jiok1,jiok2,jiok3,jiok4,jiok5,jiok7,jiok8,jiok9
iok,k,kiok,kiok,kiók,kiòk,kiok,kiôk,kiōk,kio̍k,kiők,kiok1,kiok2,kiok3,kiok4,kiok5,kiok7,kiok8,kiok9
iok,kh,khiok,khiok,khiók,khiòk,khiok,khiôk,khiōk,khio̍k,khiők,khiok1,khiok2,khiok3,khiok4,khiok5,khiok7,khiok8,khiok9
iok,l,liok,liok,liók,liòk,liok,liôk,liōk,lio̍k,liők,liok1,liok2,liok3,liok4,liok5,liok7,liok8,liok9
iok,m,miok,miok,miók,miòk,miok,miôk,miōk,mio̍k,miők,miok1,miok2,miok3,miok4,miok5,miok7,miok8,miok9
iok,n,niok,niok,niók,niòk,niok,niôk,niōk,nio̍k,niők,niok1,niok2,niok3,niok4,niok5,niok7,niok8,niok9
iok,ng,ngiok,ngiok,ngiók,ngiòk,ngiok,ngiôk,ngiōk,ngio̍k,ngiők,ngiok1,ngiok2,ngiok3,ngiok4,ngiok5,ngiok7,ngiok8,ngiok9
iok,p,piok,piok,piók,piòk,piok,piôk,piōk,pio̍k,piők,piok1,piok2,piok3,piok4,piok5,piok7,piok8,piok9
iok,ph,phiok,phiok,phiók,phiòk,phiok,phiôk,phiōk,phio̍k,phiők,phiok1,phiok2,phiok3,phiok4,phiok5,phiok7,phiok8,phiok9
iok,s,siok,siok,siók,siòk,siok,siôk,siōk,sio̍k,siők,siok1,siok2,siok3,siok4,siok5,siok7,siok8,siok9
iok,t,tiok,tiok,tiók,tiòk,tiok,tiôk,tiōk,tio̍k,tiők,tiok1,tiok2,tiok3,tiok4,tiok5,tiok7,tiok8,tiok9
iok,th,thiok,thiok,thiók,thiòk,thiok,thiôk,thiōk,thio̍k,thiők,thiok1,thiok2,thiok3,thiok4,thiok5,thiok7,thiok8,thiok9
iok,ts,tsiok,tsiok,tsiók,tsiòk,tsiok,tsiôk,tsiōk,tsio̍k,tsiők,tsiok1,tsiok2,tsiok3,tsiok4,tsiok5,tsiok7,tsiok8,tsiok9
iok,tsh,tshiok,tshiok,tshiók,tshiòk,tshiok,tshiôk,tshiōk,tshio̍k,tshiők,tshiok1,tshiok2,tshiok3,tshiok4,tshiok5,tshiok7,tshiok8,tshiok9
iong,,iong,iong,ióng,iòng,,iông,iōng,,iőng,iong1,iong2,iong3,,iong5,iong7,,iong9
iong,b,biong,biong,bióng,biòng,,biông,biōng,,biőng,biong1,biong2,biong3,,biong5,biong7,,biong9
iong,g,giong,giong,gióng,giòng,,giông,giōng,,giőng,giong1,giong2,giong3,,giong5,giong7,,giong9
iong,h,hiong,hiong,hióng,hiòng,,hiông,hiōng,,hiőng,hiong1,hiong2,hiong3,,hiong5,hiong7,,hiong9
iong,j,jiong,jiong,jióng,jiòng,,jiông,jiōng,,jiőng,jiong1,jiong2,jiong3,,jiong5,jiong7,,jiong9
iong,k,kiong,kiong,kióng,kiòng,,kiông,kiōng,,kiőng,kiong1,kiong2,kiong3,,kiong5,kiong7,,kiong9
iong,kh,khiong,khiong,khióng,khiòng,,khiông,khiōng,,khiőng,khiong1,khiong2,khiong3,,khiong5,khiong7,,khiong9
iong,l,liong,liong,lióng,liòng,,liông,liōng,,liőng,liong1,liong2,liong3,,liong5,liong7,,liong9
iong,m,miong,miong,mióng,miòng,,miông,miōng,,miőng,miong1,miong2,miong3,,miong5,miong7,,miong9
iong,n,niong,niong,nióng,niòng,,niông,niōng,,niőng,niong1,niong2,niong3,,niong5,niong7,,niong9
iong,ng,ngiong,ngiong,ngióng,ngiòng,,ngiông,ngiōng,,ngiőng,ngiong1,ngiong2,ngiong3,,ngiong5,ngiong7,,ngiong9
iong,p,piong,piong,pióng,piòng,,piông,piōng,,piőng,piong1,piong2,piong3,,piong5,piong7,,piong9
iong,ph,phiong,phiong,phióng,phiòng,,phiông,phiōng,,phiőng,phiong1,phiong2,phiong3,,phiong5,phiong7,,phiong9
iong,s,siong,siong,sióng,siòng,,siông,siōng,,siőng,siong1,siong2,siong3,,siong5,siong7,,siong9
iong,t,tiong,tiong,tióng,tiòng,,tiông,tiōng,,tiőng,tiong1,tiong2,tiong3,,tiong5,tiong7,,tiong9
iong,th,thiong,thiong,thióng,thiòng,,thiông,thiōng,,thiőng,thiong1,thiong2,thiong3,,thiong5,thiong7,,thiong9
iong,ts,tsiong,tsiong,tsióng,tsiòng,,tsiông,tsiōng,,tsiőng,tsiong1,tsiong2,tsiong3,,tsiong5,tsiong7,,tsiong9
iong,tsh,tshiong,tshiong,tshióng,tshiòng,,tshiông,tshiōng,,tshiőng,tshiong1,tshiong2,tshiong3,,tshiong5,tshiong7,,tshiong9
ip,,ip,ip,íp,ìp,ip,îp,īp,i̍p,i̋p,ip1,ip2,ip3,ip4,ip5,ip7,ip8,ip9
ip,b,bip,bip,bíp,bìp,bip,bîp,bīp,bi̍p,bi̋p,bip1,bip2,bip3,bip4,bip5,bip7,bip8,bip9
ip,g,gip,gip,gíp,gìp,gip,gîp,gīp,gi̍p,gi̋p,gip1,gip2,gip3,gip4,gip5,gip7,gip8,gip9
ip,h,hip,hip,híp,hìp,hip,hîp,hīp,hi̍p,hi̋p,hip1,hip2,hip3,hip4,hip5,hip7,hip8,hip9
ip,j,jip,jip,jíp,jìp,jip,jîp,jīp,ji̍p,ji̋p,jip1,jip2,jip3,jip4,jip5,jip7,jip8,jip9
ip,k,kip,kip,kíp,kìp,kip,kîp,kīp,ki̍p,ki̋p,kip1,kip2,kip3,kip4,kip5,kip7,kip8,kip9
ip,kh,khip,khip,khíp,khìp,khip,khîp,khīp,khi̍p,khi̋p,khip1,khip2,khip3,khip4,khip5,khip7,khip8,khip9
ip,l,lip,lip,líp,lìp,lip,lîp,līp,li̍p,li̋p,lip1,lip2,lip3,lip4,lip5,lip7,lip8,lip9
ip,m,mip,mip,míp,mìp,mip,mîp,mīp,mi̍p,mi̋p,mip1,mip2,mip3,mip4,mip5,mip7,mip8,mip9
ip,n,nip,nip,níp,nìp,nip,nîp,nīp,ni̍p,ni̋p,nip1,nip2,nip3,nip4,nip5,nip7,nip8,nip9
ip,ng,ngip,ngip,ngíp,ngìp,ngip,ngîp,ngīp,ngi̍p,ngi̋p,ngip1,ngip2,ngip3,ngip4,ngip5,ngip7,ngip8,ngip9
ip,p,pip,pip,píp,pìp,pip,pîp,pīp,pi̍p,pi̋p,pip1,pip2,pip3,pip4,pip5,pip7,pip8,pip9
ip,ph,phip,phip,phíp,phìp,phip,phîp,phīp,phi̍p,phi̋p,phip1,phip2,phip3,phip4,phip5,phip7,phip8,phip9
ip,s,sip,sip,síp,sìp,sip,sîp,sīp,si̍p,si̋p,sip1,sip2,sip3,sip4,sip5,sip7,sip8,sip9
ip,t,tip,tip,típ,tìp,tip,tîp,tīp,ti̍p,ti̋p,tip1,tip2,tip3,tip4,tip5,tip7,tip8,tip9
ip,th,thip,thip,thíp,thìp,thip,thîp,thīp,thi̍p,thi̋p,thip1,thip2,thip3,thip4,thip5,thip7,thip8,thip9
ip,ts,tsip,tsip,tsíp,tsìp,tsip,tsîp,tsīp,tsi̍p,tsi̋p,tsip1,tsip2,tsip3,tsip4,tsip5,tsip7,tsip8,tsip9
ip,tsh,tship,tship,tshíp,tshìp,tship,tshîp,tshīp,tshi̍p,tshi̋p,tship1,tship2,tship3,tship4,tship5,tship7,tship8,tship9
it,,it,it,ít,ìt,it,ît,īt,i̍t,i̋t,it1,it2,it3,it4,it5,it7,it8,it9
it,b,bit,bit,bít,bìt,bit,bît,bīt,bi̍t,bi̋t,bit1,bit2,bit3,bit4,bit5,bit7,bit8,bit9
it,g,git,git,gít,gìt,git,gît,gīt,gi̍t,gi̋t,git1,git2,git3,git4,git5,git7,git8,git9
it,h,hit,hit,hít,hìt,hit,hît,hīt,hi̍t,hi̋t,hit1,hit2,hit3,hit4,hit5,hit7,hit8,hit9
it,j,jit,jit,jít,jìt,jit,jît,jīt,ji̍t,ji̋t,jit1,jit2,jit3,jit4,jit5,jit7,jit8,jit9
it,k,kit,kit,kít,kìt,kit,kît,kīt,ki̍t,ki̋t,kit1,kit2,kit3,kit4,kit5,kit7,kit8,kit9
it,kh,khit,khit,khít,khìt,khit,khît,khīt,khi̍t,khi̋t,khit1,khit2,khit3,khit4,khit5,khit7,khit8,khit9
it,l,lit,lit,lít,lìt,lit,lît,līt,li̍t,li̋t,lit1,lit2,lit3,lit4,lit5,lit7,lit8,lit9
it,m,mit,mit,mít,mìt,mit,mît,mīt,mi̍t,mi̋t,mit1,mit2,mit3,mit4,mit5,mit7,mit8,mit9
it,n,nit,nit,nít,nìt,nit,nît,nīt,ni̍t,ni̋t,nit1,nit2,nit3,nit4,nit5,nit7,nit8,nit9
it,ng,ngit,ngit,ngít,ngìt,ngit,ngît,ngīt,ngi̍t,ngi̋t,ngit1,ngit2,ngit3,ngit4,ngit5,ngit7,ngit8,ngit9
it,p,pit,pit,pít,pìt,pit,pît,pīt,pi̍t,pi̋t,pit1,pit2,pit3,pit4,pit5,pit7,pit8,pit9
it,ph,phit,phit,phít,phìt,phit,phît,phīt,phi̍t,phi̋t,phit1,phit2,phit3,phit4,phit5,phit7,phit8,phit9
it,s,sit,sit,sít,sìt,sit,sît,sīt,si̍t,si̋t,sit1,sit2,sit3,sit4,sit5,sit7,sit8,sit9
it,t,tit,tit,tít,tìt,tit,tît,tīt,ti̍t,ti̋t,tit1,tit2,tit3,tit4,tit5,tit7,tit8,tit9
it,th,thit,thit,thít,thìt,thit,thît,thīt,thi̍t,thi̋t,thit1,thit2,thit3,thit4,thit5,thit7,thit8,thit9
it,ts,tsit,tsit,tsít,tsìt,tsit,tsît,tsīt,tsi̍t,tsi̋t,tsit1,tsit2,tsit3,tsit4,tsit5,tsit7,tsit8,tsit9
it,tsh,tshit,tshit,tshít,tshìt,tshit,tshît,tshīt,tshi̍t,tshi̋t,tshit1,tshit2,tshit3,tshit4,tshit5,tshit7,tshit8,tshit9
iu,,iu,iu,iú,iù,,iû,iū,,iű,iu1,iu2,iu3,,iu5,iu7,,iu9
iu,b,biu,biu,biú,biù,,biû,biū,,biű,biu1,biu2,biu3,,biu5,biu7,,biu9
iu,g,giu,giu,giú,giù,,giû,giū,,giű,giu1,giu2,giu3,,giu5,giu7,,giu9
iu,h,hiu,hiu,hiú,hiù,,hiû,hiū,,hiű,hiu1,hiu2,hiu3,,hiu5,hiu7,,hiu9
iu,j,jiu,jiu,jiú,jiù,,jiû,jiū,,jiű,jiu1,jiu2,jiu3,,jiu5,jiu7,,jiu9
iu,k,kiu,kiu,kiú,kiù,,kiû,kiū,,kiű,kiu1,kiu2,kiu3,,kiu5,kiu7,,kiu9
iu,kh,khiu,khiu,khiú,khiù,,khiû,khiū,,khiű,khiu1,khiu2,khiu3,,khiu5,khiu7,,khiu9
iu,l,liu,liu,liú,liù,,liû,liū,,liű,liu1,liu2,liu3,,liu5,liu7,,liu9
iu,m,miu,miu,miú,miù,,miû,miū,,miű,miu1,miu2,miu3,,miu5,miu7,,miu9
iu,n,niu,niu,niú,niù,,niû,niū,,niű,niu1,niu2,niu3,,niu5,niu7,,niu9
iu,ng,ngiu,ngiu,ngiú,ngiù,,ngiû,ngiū,,ngiű,ngiu1,ngiu2,ngiu3,,ngiu5,ngiu7,,ngiu9
iu,p,piu,piu,piú,più,,piû,piū,,piű,piu1,piu2,piu3,,piu5,piu7,,piu9
iu,ph,phiu,phiu,phiú,phiù,,phiû,phiū,,phiű,phiu1,phiu2,phiu3,,phiu5,phiu7,,phiu9
iu,s,siu,siu,siú,siù,,siû,siū,,siű,siu1,siu2,siu3,,siu5,siu7,,siu9
iu,t,tiu,tiu,tiú,tiù,,tiû,tiū,,tiű,tiu1,tiu2,tiu3,,tiu5,tiu7,,tiu9
iu,th,thiu,thiu,thiú,thiù,,thiû,thiū,,thiű,thiu1,thiu2,thiu3,,thiu5,thiu7,,thiu9
iu,ts,tsiu,tsiu,tsiú,tsiù,,tsiû,tsiū,,tsiű,tsiu1,tsiu2,tsiu3,,tsiu5,tsiu7,,tsiu9
iu,tsh,tshiu,tshiu,tshiú,tshiù,,tshiû,tshiū,,tshiű,tshiu1,tshiu2,tshiu3,,tshiu5,tshiu7,,tshiu9
iuh,,iuh,iuh,iúh,iùh,iuh,iûh,iūh,iu̍h,iűh,iuh1,iuh2,iuh3,iuh4,iuh5,iuh7,iuh8,iuh9
iuh,b,biuh,biuh,biúh,biùh,biuh,biûh,biūh,biu̍h,biűh,biuh1,biuh2,biuh3,biuh4,biuh5,biuh7,biuh8,biuh9
iuh,g,giuh,giuh,giúh,giùh,giuh,giûh,giūh,giu̍h,giűh,giuh1,giuh2,giuh3,giuh4,giuh5,giuh7,giuh8,giuh9
iuh,h,hiuh,hiuh,hiúh,hiùh,hiuh,hiûh,hiūh,hiu̍h,hiűh,hiuh1,hiuh2,hiuh3,hiuh4,hiuh5,hiuh7,hiuh8,hiuh9
iuh,j,jiuh,jiuh,jiúh,jiùh,jiuh,jiûh,jiūh,jiu̍h,jiűh,jiuh1,jiuh2,jiuh3,jiuh4,jiuh5,jiuh7,jiuh8,jiuh9
iuh,k,kiuh,kiuh,kiúh,kiùh,kiuh,kiûh,kiūh,kiu̍h,kiűh,kiuh1,kiuh2,kiuh3,kiuh4,kiuh5,kiuh7,kiuh8,kiuh9
iuh,kh,khiuh,khiuh,khiúh,khiùh,khiuh,khiûh,khiūh,khiu̍h,khiűh,khiuh1,khiuh2,khiuh3,khiuh4,khiuh5,khiuh7,khiuh8,khiuh9
iuh,l,liuh,liuh,liúh,liùh,liuh,liûh,liūh,liu̍h,liűh,liuh1,liuh2,liuh3,liuh4,liuh5,liuh7,liuh8,liuh9
iuh,m,miuh,miuh,miúh,miùh,miuh,miûh,miūh,miu̍h,miűh,miuh1,miuh2,miuh3,miuh4,miuh5,miuh7,miuh8,miuh9
iuh,n,niuh,niuh,niúh,niùh,niuh,niûh,niūh,niu̍h,niűh,niuh1,niuh2,niuh3,niuh4,niuh5,niuh7,niuh8,niuh9
iuh,ng,ngiuh,ngiuh,ngiúh,ngiùh,ngiuh,ngiûh,ngiūh,ngiu̍h,ngiűh,ngiuh1,ngiuh2,ngiuh3,ngiuh4,ngiuh5,ngiuh7,ngiuh8,ngiuh9
iuh,p,piuh,piuh,piúh,piùh,piuh,piûh,piūh,piu̍h,piűh,piuh1,piuh2,piuh3,piuh4,piuh5,piuh7,piuh8,piuh9
iuh,ph,phiuh,phiuh,phiúh,phiùh,phiuh,phiûh,phiūh,phiu̍h,phiűh,phiuh1,phiuh2,phiuh3,phiuh4,phiuh5,phiuh7,phiuh8,phiuh9
iuh,s,siuh,siuh,siúh,siùh,siuh,siûh,siūh,siu̍h,siűh,siuh1,siuh2,siuh3,siuh4,siuh5,siuh7,siuh8,siuh9
iuh,t,tiuh,tiuh,tiúh,tiùh,tiuh,tiûh,tiūh,tiu̍h,tiűh,tiuh1,tiuh2,tiuh3,tiuh4,tiuh5,tiuh7,tiuh8,tiuh9
iuh,th,thiuh,thiuh,thiúh,thiùh,thiuh,thiûh,thiūh,thiu̍h,thiűh,thiuh1,thiuh2,thiuh3,thiuh4,thiuh5,thiuh7,thiuh8,thiuh9
iuh,ts,tsiuh,tsiuh,tsiúh,tsiùh,tsiuh,tsiûh,tsiūh,tsiu̍h,tsiűh,tsiuh1,tsiuh2,tsiuh3,tsiuh4,tsiuh5,tsiuh7,tsiuh8,tsiuh9
iuh,tsh,tshiuh,tshiuh,tshiúh,tshiùh,tshiuh,tshiûh,tshiūh,tshiu̍h,tshiűh,tshiuh1,tshiuh2,tshiuh3,tshiuh4,tshiuh5,tshiuh7,tshiuh8,tshiuh9
iunn,,iunn,iunn,iúnn,iùnn,,iûnn,iūnn,,iűnn,iunn1,iunn2,iunn3,,iunn5,iunn7,,iunn9
iunn,b,biunn,biunn,biúnn,biùnn,,biûnn,biūnn,,biűnn,biunn1,biunn2,biunn3,,biunn5,biunn7,,biunn9
iunn,g,giunn,giunn,giúnn,giùnn,,giûnn,giūnn,,giűnn,giunn1,giunn2,giunn3,,giunn5,giunn7,,giunn9
iunn,h,hiunn,hiunn,hiúnn,hiùnn,,hiûnn,hiūnn,,hiűnn,hiunn1,hiunn2,hiunn3,,hiunn5,hiunn7,,hiunn9
iunn,j,jiunn,jiunn,jiúnn,jiùnn,,jiûnn,jiūnn,,jiűnn,jiunn1,jiunn2,jiunn3,,jiunn5,jiunn7,,jiunn9
iunn,k,kiunn,kiunn,kiúnn,kiùnn,,kiûnn,kiūnn,,kiűnn,kiunn1,kiunn2,kiunn3,,kiunn5,kiunn7,,kiunn9
iunn,kh,khiunn,khiunn,khiúnn,khiùnn,,khiûnn,khiūnn,,khiűnn,khiunn1,khiunn2,khiunn3,,khiunn5,khiunn7,,khiunn9
iunn,l,liunn,liunn,liúnn,liùnn,,liûnn,liūnn,,liűnn,liunn1,liunn2,liunn3,,liunn5,liunn7,,liunn9
iunn,m,miunn,miunn,miúnn,miùnn,,miûnn,miūnn,,miűnn,miunn1,miunn2,miunn3,,miunn5,miunn7,,miunn9
iunn,n,niunn,niunn,niúnn,niùnn,,niûnn,niūnn,,niűnn,niunn1,niunn2,niunn3,,niunn5,niunn7,,niunn9
iunn,ng,ngiunn,ngiunn,ngiúnn,ngiùnn,,ngiûnn,ngiūnn,,ngiűnn,ngiunn1,ngiunn2,ngiunn3,,ngiunn5,ngiunn7,,ngiunn9
iunn,p,piunn,piunn,piúnn,piùnn,,piûnn,piūnn,,piűnn,piunn1,piunn2,piunn3,,piunn5,piunn7,,piunn9
iunn,ph,phiunn,phiunn,phiúnn,phiùnn,,phiûnn,phiūnn,,phiűnn,phiunn1,phiunn2,phiunn3,,phiunn5,phiunn7,,phiunn9
iunn,s,siunn,siunn,siúnn,siùnn,,siûnn,siūnn,,siűnn,siunn1,siunn2,siunn3,,siunn5,siunn7,,siunn9
iunn,t,tiunn,tiunn,tiúnn,tiùnn,,tiûnn,tiūnn,,tiűnn,tiunn1,tiunn2,tiunn3,,tiunn5,tiunn7,,tiunn9
iunn,th,thiunn,thiunn,thiúnn,thiùnn,,thiûnn,thiūnn,,thiűnn,thiunn1,thiunn2,thiunn3,,thiunn5,thiunn7,,thiunn9
iunn,ts,tsiunn,tsiunn,tsiúnn,tsiùnn,,tsiûnn,tsiūnn,,tsiűnn,tsiunn1,tsiunn2,tsiunn3,,tsiunn5,tsiunn7,,tsiunn9
iunn,tsh,tshiunn,tshiunn,tshiúnn,tshiùnn,,tshiûnn,tshiūnn,,tshiűnn,tshiunn1,tshiunn2,tshiunn3,,tshiunn5,tshiunn7,,tshiunn9
m,,m,m,ḿ,m̀,,m̂,m̄,,m̋,m1,m2,m3,,m5,m7,,m9
m,b,bm,bm,bm,bm,,bm,bm,,bm,bm1,bm2,bm3,,bm5,bm7,,bm9
m,g,gm,gm,gm,gm,,gm,gm,,gm,gm1,gm2,gm3,,gm5,gm7,,gm9
m,h,hm,hm,hm,hm,,hm,hm,,hm,hm1,hm2,hm3,,hm5,hm7,,hm9
m,j,jm,jm,jm,jm,,jm,jm,,jm,jm1,jm2,jm3,,jm5,jm7,,jm9
m,k,km,km,km,km,,km,km,,km,km1,km2,km3,,km5,km7,,km9
m,kh,khm,khm,khm,khm,,khm,khm,,khm,khm1,khm2,khm3,,khm5,khm7,,khm9
m,l,lm,lm,lm,lm,,lm,lm,,lm,lm1,lm2,lm3,,lm5,lm7,,lm9
m,m,mm,mm,mm,mm,,mm,mm,,mm,mm1,mm2,mm3,,mm5,mm7,,mm9
m,n,nm,nm,nm,nm,,nm,nm,,nm,nm1,nm2,nm3,,nm5,nm7,,nm9
m,ng,ngm,ngm,ngm,ngm,,ngm,ngm,,ngm,ngm1,ngm2,ngm3,,ngm5,ngm7,,ngm9
m,p,pm,pm,pm,pm,,pm,pm,,pm,pm1,pm2,pm3,,pm5,pm7,,pm9
m,ph,phm,phm,phm,phm,,phm,phm,,phm,phm1,phm2,phm3,,phm5,phm7,,phm9
m,s,sm,sm,sm,sm,,sm,sm,,sm,sm1,sm2,sm3,,sm5,sm7,,sm9
m,t,tm,tm,tm,tm,,tm,tm,,tm,tm1,tm2,tm3,,tm5,tm7,,tm9
m,th,thm,thm,thm,thm,,thm,thm,,thm,thm1,thm2,thm3,,thm5,thm7,,thm9
m,ts,tsm,tsm,tsm,tsm,,tsm,tsm,,tsm,tsm1,tsm2,tsm3,,tsm5,tsm7,,tsm9
m,tsh,tshm,tshm,tshm,tshm,,tshm,tshm,,tshm,tshm1,tshm2,tshm3,,tshm5,tshm7,,tshm9
mh,,mh,mh,mh,mh,mh,mh,mh,mh,mh,mh1,mh2,mh3,mh4,mh5,mh7,mh8,mh9
mh,b,bmh,bmh,bmh,bmh,bmh,bmh,bmh,bmh,bmh,bmh1,bmh2,bmh3,bmh4,bmh5,bmh7,bmh8,bmh9
mh,g,gmh,gmh,gmh,gmh,gmh,gmh,gmh,gmh,gmh,gmh1,gmh2,gmh3,gmh4,gmh5,gmh7,gmh8,gmh9
mh,h,hmh,hmh,hmh,hmh,hmh,hmh,hmh,hmh,hmh,hmh1,hmh2,hmh3,hmh4,hmh5,hmh7,hmh8,hmh9
mh,j,jmh,jmh,jmh,jmh,jmh,jmh,jmh,jmh,jmh,jmh1,jmh2,jmh3,jmh4,jmh5,jmh7,jmh8,jmh9
mh,k,kmh,kmh,kmh,kmh,kmh,kmh,kmh,kmh,kmh,kmh1,kmh2,kmh3,kmh4,kmh5,kmh7,kmh8,kmh9
mh,kh,khmh,khmh,khmh,khmh,khmh,khmh,khmh,khmh,khmh,khmh1,khmh2,khmh3,khmh4,khmh5,khmh7,khmh8,khmh9
mh,l,lmh,lmh,lmh,lmh,lmh,lmh,lmh,lmh,lmh,lmh1,lmh2,lmh3,lmh4,lmh5,lmh7,lmh8,lmh9
mh,m,mmh,mmh,mmh,mmh,mmh,mmh,mmh,mmh,mmh,mmh1,mmh2,mmh3,mmh4,mmh5,mmh7,mmh8,mmh9
mh,n,nmh,nmh,nmh,nmh,nmh,nmh,nmh,nmh,nmh,nmh1,nmh2,nmh3,nmh4,nmh5,nmh7,nmh8,nmh9
mh,ng,ngmh,ngmh,ngmh,ngmh,ngmh,ngmh,ngmh,ngmh,ngmh,ngmh1,ngmh2,ngmh3,ngmh4,ngmh5,ngmh7,ngmh8,ngmh9
mh,p,pmh,pmh,pmh,pmh,pmh,pmh,pmh,pmh,pmh,pmh1,pmh2,pmh3,pmh4,pmh5,pmh7,pmh8,pmh9
mh,ph,phmh,phmh,phmh,phmh,phmh,phmh,phmh,phmh,phmh,phmh1,phmh2,phmh3,phmh4,phmh5,phmh7,phmh8,phmh9
mh,s,smh,smh,smh,smh,smh,smh,smh,smh,smh,smh1,smh2,smh3,smh4,smh5,smh7,smh8,smh9
mh,t,tmh,tmh,tmh,tmh,tmh,tmh,tmh,tmh,tmh,tmh1,tmh2,tmh3,tmh4,tmh5,tmh7,tmh8,tmh9
mh,th,thmh,thmh,thmh,thmh,thmh,thmh,thmh,thmh,thmh,thmh1,thmh2,thmh3,thmh4,thmh5,thmh7,thmh8,thmh9
mh,ts,tsmh,tsmh,tsmh,tsmh,tsmh,tsmh,tsmh,tsmh,tsmh,tsmh1,tsmh2,tsmh3,tsmh4,tsmh5,tsmh7,tsmh8,tsmh9
mh,tsh,tshmh,tshmh,tshmh,tshmh,tshmh,tshmh,tshmh,tshmh,tshmh,tshmh1,tshmh2,tshmh3,tshmh4,tshmh5,tshmh7,tshmh8,tshmh9
ng,,ng,ng,ńg,ǹg,,n̂g,n̄g,,n̋g,ng1,ng2,ng3,,ng5,ng7,,ng9
ng,b,bng,bng,bng,bng,,bng,bng,,bng,bng1,bng2,bng3,,bng5,bng7,,bng9
ng,g,gng,gng,gng,gng,,gng,gng,,gng,gng1,gng2,gng3,,gng5,gng7,,gng9
ng,h,hng,hng,hng,hng,,hng,hng,,hng,hng1,hng2,hng3,,hng5,hng7,,hng9
ng,j,jng,jng,jng,jng,,jng,jng,,jng,jng1,jng2,jng3,,jng5,jng7,,jng9
ng,k,kng,kng,kng,kng,,kng,kng,,kng,kng1,kng2,kng3,,kng5,kng7,,kng9
ng,kh,khng,khng,khng,khng,,khng,khng,,khng,khng1,khng2,khng3,,khng5,khng7,,khng9
ng,l,lng,lng,lng,lng,,lng,lng,,lng,lng1,lng2,lng3,,lng5,lng7,,lng9
ng,m,mng,mng,mng,mng,,mng,mng,,mng,mng1,mng2,mng3,,mng5,mng7,,mng9
ng,n,nng,nng,nng,nng,,nng,nng,,nng,nng1,nng2,nng3,,nng5,nng7,,nng9
ng,ng,ngng,ngng,ngng,ngng,,ngng,ngng,,ngng,ngng1,ngng2,ngng3,,ngng5,ngng7,,ngng9
