rime_group,initial,base,tone1,tone2,tone3,tone4,tone5,tone7,tone8,tone9,tone1_num,tone2_num,tone3_num,tone4_num,tone5_num,tone7_num,tone8_num,tone9_num
u,ts,tsu,tsu,tsú,tsù,,tsû,tsū,,tsű,tsu1,tsu2,tsu3,,tsu5,tsu7,,tsu9
u,tsh,tshu,tshu,tshú,tshù,,tshû,tshū,,tshű,tshu1,tshu2,tshu3,,tshu5,tshu7,,tshu9
ua,,ua,ua,uá,uà,,uâ,uā,,ua̋,ua1,ua2,ua3,,ua5,ua7,,ua9
ua,b,bua,bua,buá,buà,,buâ,buā,,bua̋,bua1,bua2,bua3,,bua5,bua7,,bua9
ua,g,gua,gua,guá,guà,,guâ,guā,,gua̋,gua1,gua2,gua3,,gua5,gua7,,gua9
ua,h,hua,hua,huá,huà,,huâ,huā,,hua̋,hua1,hua2,hua3,,hua5,hua7,,hua9
ua,j,jua,jua,juá,juà,,juâ,juā,,jua̋,jua1,jua2,jua3,,jua5,jua7,,jua9
ua,k,kua,kua,kuá,kuà,,kuâ,kuā,,kua̋,kua1,kua2,kua3,,kua5,kua7,,kua9
ua,kh,khua,khua,khuá,khuà,,khuâ,khuā,,khua̋,khua1,khua2,khua3,,khua5,khua7,,khua9
ua,l,lua,lua,luá,luà,,luâ,luā,,lua̋,lua1,lua2,lua3,,lua5,lua7,,lua9
ua,m,mua,mua,muá,muà,,muâ,muā,,mua̋,mua1,mua2,mua3,,mua5,mua7,,mua9
ua,n,nua,nua,nuá,nuà,,nuâ,nuā,,nua̋,nua1,nua2,nua3,,nua5,nua7,,nua9
ua,ng,ngua,ngua,nguá,nguà,,nguâ,nguā,,ngua̋,ngua1,ngua2,ngua3,,ngua5,ngua7,,ngua9
ua,p,pua,pua,puá,puà,,puâ,puā,,pua̋,pua1,pua2,pua3,,pua5,pua7,,pua9
ua,ph,phua,phua,phuá,phuà,,phuâ,phuā,,phua̋,phua1,phua2,phua3,,phua5,phua7,,phua9
ua,s,sua,sua,suá,suà,,suâ,suā,,sua̋,sua1,sua2,sua3,,sua5,sua7,,sua9
ua,t,tua,tua,tuá,tuà,,tuâ,tuā,,tua̋,tua1,tua2,tua3,,tua5,tua7,,tua9
ua,th,thua,thua,thuá,thuà,,thuâ,thuā,,thua̋,thua1,thua2,thua3,,thua5,thua7,,thua9
ua,ts,tsua,tsua,tsuá,tsuà,,tsuâ,tsuā,,tsua̋,tsua1,tsua2,tsua3,,tsua5,tsua7,,tsua9
ua,tsh,tshua,tshua,tshuá,tshuà,,tshuâ,tshuā,,tshua̋,tshua1,tshua2,tshua3,,tshua5,tshua7,,tshua9
uah,,uah,uah,uáh,uàh,uah,uâh,uāh,ua̍h,ua̋h,uah1,uah2,uah3,uah4,uah5,uah7,uah8,uah9
uah,b,buah,buah,buáh,buàh,buah,buâh,buāh,bua̍h,bua̋h,buah1,buah2,buah3,buah4,buah5,buah7,buah8,buah9
uah,g,guah,guah,guáh,guàh,guah,guâh,guāh,gua̍h,gua̋h,guah1,guah2,guah3,guah4,guah5,guah7,guah8,guah9
uah,h,huah,huah,huáh,huàh,huah,huâh,huāh,hua̍h,hua̋h,huah1,huah2,huah3,huah4,huah5,huah7,huah8,huah9
uah,j,juah,juah,juáh,juàh,juah,juâh,juāh,jua̍h,jua̋h,juah1,juah2,juah3,juah4,juah5,juah7,juah8,juah9
uah,k,kuah,kuah,kuáh,kuàh,kuah,kuâh,kuāh,kua̍h,kua̋h,kuah1,kuah2,kuah3,kuah4,kuah5,kuah7,kuah8,kuah9
uah,kh,khuah,khuah,khuáh,khuàh,khuah,khuâh,khuāh,khua̍h,khua̋h,khuah1,khuah2,khuah3,khuah4,khuah5,khuah7,khuah8,khuah9
uah,l,luah,luah,luáh,luàh,luah,luâh,luāh,lua̍h,lua̋h,luah1,luah2,luah3,luah4,luah5,luah7,luah8,luah9
uah,m,muah,muah,muáh,muàh,muah,muâh,muāh,mua̍h,mua̋h,muah1,muah2,muah3,muah4,muah5,muah7,muah8,muah9
uah,n,nuah,nuah,nuáh,nuàh,nuah,nuâh,nuāh,nua̍h,nua̋h,nuah1,nuah2,nuah3,nuah4,nuah5,nuah7,nuah8,nuah9
uah,ng,nguah,nguah,nguáh,nguàh,nguah,nguâh,nguāh,ngua̍h,ngua̋h,nguah1,nguah2,nguah3,nguah4,nguah5,nguah7,nguah8,nguah9
uah,p,puah,puah,puáh,puàh,puah,puâh,puāh,pua̍h,pua̋h,puah1,puah2,puah3,puah4,puah5,puah7,puah8,puah9
uah,ph,phuah,phuah,phuáh,phuàh,phuah,phuâh,phuāh,phua̍h,phua̋h,phuah1,phuah2,phuah3,phuah4,phuah5,phuah7,phuah8,phuah9
uah,s,suah,suah,suáh,suàh,suah,suâh,suāh,sua̍h,sua̋h,suah1,suah2,suah3,suah4,suah5,suah7,suah8,suah9
uah,t,tuah,tuah,tuáh,tuàh,tuah,tuâh,tuāh,tua̍h,tua̋h,tuah1,tuah2,tuah3,tuah4,tuah5,tuah7,tuah8,tuah9
uah,th,thuah,thuah,thuáh,thuàh,thuah,thuâh,thuāh,thua̍h,thua̋h,thuah1,thuah2,thuah3,thuah4,thuah5,thuah7,thuah8,thuah9
uah,ts,tsuah,tsuah,tsuáh,tsuàh,tsuah,tsuâh,tsuāh,tsua̍h,tsua̋h,tsuah1,tsuah2,tsuah3,tsuah4,tsuah5,tsuah7,tsuah8,tsuah9
uah,tsh,tshuah,tshuah,tshuáh,tshuàh,tshuah,tshuâh,tshuāh,tshua̍h,tshua̋h,tshuah1,tshuah2,tshuah3,tshuah4,tshuah5,tshuah7,tshuah8,tshuah9
uai,,uai,uai,uái,uài,,uâi,uāi,,ua̋i,uai1,uai2,uai3,,uai5,uai7,,uai9
uai,b,buai,buai,buái,buài,,buâi,buāi,,bua̋i,buai1,buai2,buai3,,buai5,buai7,,buai9
uai,g,guai,guai,guái,guài,,guâi,guāi,,gua̋i,guai1,guai2,guai3,,guai5,guai7,,guai9
uai,h,huai,huai,huái,huài,,huâi,huāi,,hua̋i,huai1,huai2,huai3,,huai5,huai7,,huai9
uai,j,juai,juai,juái,juài,,juâi,juāi,,jua̋i,juai1,juai2,juai3,,juai5,juai7,,juai9
uai,k,kuai,kuai,kuái,kuài,,kuâi,kuāi,,kua̋i,kuai1,kuai2,kuai3,,kuai5,kuai7,,kuai9
uai,kh,khuai,khuai,khuái,khuài,,khuâi,khuāi,,khua̋i,khuai1,khuai2,khuai3,,khuai5,khuai7,,khuai9
uai,l,luai,luai,luái,luài,,luâi,luāi,,lua̋i,luai1,luai2,luai3,,luai5,luai7,,luai9
uai,m,muai,muai,muái,muài,,muâi,muāi,,mua̋i,muai1,muai2,muai3,,muai5,muai7,,muai9
uai,n,nuai,nuai,nuái,nuài,,nuâi,nuāi,,nua̋i,nuai1,nuai2,nuai3,,nuai5,nuai7,,nuai9
uai,ng,nguai,nguai,nguái,nguài,,nguâi,nguāi,,ngua̋i,nguai1,nguai2,nguai3,,nguai5,nguai7,,nguai9
uai,p,puai,puai,puái,puài,,puâi,puāi,,pua̋i,puai1,puai2,puai3,,puai5,puai7,,puai9
uai,ph,phuai,phuai,phuái,phuài,,phuâi,phuāi,,phua̋i,phuai1,phuai2,phuai3,,phuai5,phuai7,,phuai9
uai,s,suai,suai,suái,suài,,suâi,suāi,,sua̋i,suai1,suai2,suai3,,suai5,suai7,,suai9
uai,t,tuai,tuai,tuái,tuài,,tuâi,tuāi,,tua̋i,tuai1,tuai2,tuai3,,tuai5,tuai7,,tuai9
uai,th,thuai,thuai,thuái,thuài,,thuâi,thuāi,,thua̋i,thuai1,thuai2,thuai3,,thuai5,thuai7,,thuai9
uai,ts,tsuai,tsuai,tsuái,tsuài,,tsuâi,tsuāi,,tsua̋i,tsuai1,tsuai2,tsuai3,,tsuai5,tsuai7,,tsuai9
uai,tsh,tshuai,tshuai,tshuái,tshuài,,tshuâi,tshuāi,,tshua̋i,tshuai1,tshuai2,tshuai3,,tshuai5,tshuai7,,tshuai9
uainn,,uainn,uainn,uáinn,uàinn,,uâinn,uāinn,,ua̋inn,uainn1,uainn2,uainn3,,uainn5,uainn7,,uainn9
uainn,b,buainn,buainn,buáinn,buàinn,,buâinn,buāinn,,bua̋inn,buainn1,buainn2,buainn3,,buainn5,buainn7,,buainn9
uainn,g,guainn,guainn,guáinn,guàinn,,guâinn,guāinn,,gua̋inn,guainn1,guainn2,guainn3,,guainn5,guainn7,,guainn9
uainn,h,huainn,huainn,huáinn,huàinn,,huâinn,huāinn,,hua̋inn,huainn1,huainn2,huainn3,,huainn5,huainn7,,huainn9
uainn,j,juainn,juainn,juáinn,juàinn,,juâinn,juāinn,,jua̋inn,juainn1,juainn2,juainn3,,juainn5,juainn7,,juainn9
uainn,k,kuainn,kuainn,kuáinn,kuàinn,,kuâinn,kuāinn,,kua̋inn,kuainn1,kuainn2,kuainn3,,kuainn5,kuainn7,,kuainn9
uainn,kh,khuainn,khuainn,khuáinn,khuàinn,,khuâinn,khuāinn,,khua̋inn,khuainn1,khuainn2,khuainn3,,khuainn5,khuainn7,,khuainn9
uainn,l,luainn,luainn,luáinn,luàinn,,luâinn,luāinn,,lua̋inn,luainn1,luainn2,luainn3,,luainn5,luainn7,,luainn9
uainn,m,muainn,muainn,muáinn,muàinn,,muâinn,muāinn,,mua̋inn,muainn1,muainn2,muainn3,,muainn5,muainn7,,muainn9
uainn,n,nuainn,nuainn,nuáinn,nuàinn,,nuâinn,nuāinn,,nua̋inn,nuainn1,nuainn2,nuainn3,,nuainn5,nuainn7,,nuainn9
uainn,ng,nguainn,nguainn,nguáinn,nguàinn,,nguâinn,nguāinn,,ngua̋inn,nguainn1,nguainn2,nguainn3,,nguainn5,nguainn7,,nguainn9
uainn,p,puainn,puainn,puáinn,puàinn,,puâinn,puāinn,,pua̋inn,puainn1,puainn2,puainn3,,puainn5,puainn7,,puainn9
uainn,ph,phuainn,phuainn,phuáinn,phuàinn,,phuâinn,phuāinn,,phua̋inn,phuainn1,phuainn2,phuainn3,,phuainn5,phuainn7,,phuainn9
uainn,s,suainn,suainn,suáinn,suàinn,,suâinn,suāinn,,sua̋inn,suainn1,suainn2,suainn3,,suainn5,suainn7,,suainn9
uainn,t,tuainn,tuainn,tuáinn,tuàinn,,tuâinn,tuāinn,,tua̋inn,tuainn1,tuainn2,tuainn3,,tuainn5,tuainn7,,tuainn9
uainn,th,thuainn,thuainn,thuáinn,thuàinn,,thuâinn,thuāinn,,thua̋inn,thuainn1,thuainn2,thuainn3,,thuainn5,thuainn7,,thuainn9
uainn,ts,tsuainn,tsuainn,tsuáinn,tsuàinn,,tsuâinn,tsuāinn,,tsua̋inn,tsuainn1,tsuainn2,tsuainn3,,tsuainn5,tsuainn7,,tsuainn9
uainn,tsh,tshuainn,tshuainn,tshuáinn,tshuàinn,,tshuâinn,tshuāinn,,tshua̋inn,tshuainn1,tshuainn2,tshuainn3,,tshuainn5,tshuainn7,,tshuainn9
uan,,uan,uan,uán,uàn,,uân,uān,,ua̋n,uan1,uan2,uan3,,uan5,uan7,,uan9
uan,b,buan,buan,buán,buàn,,buân,buān,,bua̋n,buan1,buan2,buan3,,buan5,buan7,,buan9
uan,g,guan,guan,guán,guàn,,guân,guān,,gua̋n,guan1,guan2,guan3,,guan5,guan7,,guan9
uan,h,huan,huan,huán,huàn,,huân,huān,,hua̋n,huan1,huan2,huan3,,huan5,huan7,,huan9
uan,j,juan,juan,juán,juàn,,juân,juān,,jua̋n,juan1,juan2,juan3,,juan5,juan7,,juan9
uan,k,kuan,kuan,kuán,kuàn,,kuân,kuān,,kua̋n,kuan1,kuan2,kuan3,,kuan5,kuan7,,kuan9
uan,kh,khuan,khuan,khuán,khuàn,,khuân,khuān,,khua̋n,khuan1,khuan2,khuan3,,khuan5,khuan7,,khuan9
uan,l,luan,luan,luán,luàn,,luân,luān,,lua̋n,luan1,luan2,luan3,,luan5,luan7,,luan9
uan,m,muan,muan,muán,muàn,,muân,muān,,mua̋n,muan1,muan2,muan3,,muan5,muan7,,muan9
uan,n,nuan,nuan,nuán,nuàn,,nuân,nuān,,nua̋n,nuan1,nuan2,nuan3,,nuan5,nuan7,,nuan9
uan,ng,nguan,nguan,nguán,nguàn,,nguân,nguān,,ngua̋n,nguan1,nguan2,nguan3,,nguan5,nguan7,,nguan9
uan,p,puan,puan,puán,puàn,,puân,puān,,pua̋n,puan1,puan2,puan3,,puan5,puan7,,puan9
uan,ph,phuan,phuan,phuán,phuàn,,phuân,phuān,,phua̋n,phuan1,phuan2,phuan3,,phuan5,phuan7,,phuan9
uan,s,suan,suan,suán,suàn,,suân,suān,,sua̋n,suan1,suan2,suan3,,suan5,suan7,,suan9
uan,t,tuan,tuan,tuán,tuàn,,tuân,tuān,,tua̋n,tuan1,tuan2,tuan3,,tuan5,tuan7,,tuan9
uan,th,thuan,thuan,thuán,thuàn,,thuân,thuān,,thua̋n,thuan1,thuan2,thuan3,,thuan5,thuan7,,thuan9
uan,ts,tsuan,tsuan,tsuán,tsuàn,,tsuân,tsuān,,tsua̋n,tsuan1,tsuan2,tsuan3,,tsuan5,tsuan7,,tsuan9
uan,tsh,tshuan,tshuan,tshuán,tshuàn,,tshuân,tshuān,,tshua̋n,tshuan1,tshuan2,tshuan3,,tshuan5,tshuan7,,tshuan9
uann,,uann,uann,uánn,uànn,,uânn,uānn,,ua̋nn,uann1,uann2,uann3,,uann5,uann7,,uann9
uann,b,buann,buann,buánn,buànn,,buânn,buānn,,bua̋nn,buann1,buann2,buann3,,buann5,buann7,,buann9
uann,g,guann,guann,guánn,guànn,,guânn,guānn,,gua̋nn,guann1,guann2,guann3,,guann5,guann7,,guann9
uann,h,huann,huann,huánn,huànn,,huânn,huānn,,hua̋nn,huann1,huann2,huann3,,huann5,huann7,,huann9
uann,j,juann,juann,juánn,juànn,,juânn,juānn,,jua̋nn,juann1,juann2,juann3,,juann5,juann7,,juann9
uann,k,kuann,kuann,kuánn,kuànn,,kuânn,kuānn,,kua̋nn,kuann1,kuann2,kuann3,,kuann5,kuann7,,kuann9
uann,kh,khuann,khuann,khuánn,khuànn,,khuânn,khuānn,,khua̋nn,khuann1,khuann2,khuann3,,khuann5,khuann7,,khuann9
uann,l,luann,luann,luánn,luànn,,luânn,luānn,,lua̋nn,luann1,luann2,luann3,,luann5,luann7,,luann9
uann,m,muann,muann,muánn,muànn,,muânn,muānn,,mua̋nn,muann1,muann2,muann3,,muann5,muann7,,muann9
uann,n,nuann,nuann,nuánn,nuànn,,nuânn,nuānn,,nua̋nn,nuann1,nuann2,nuann3,,nuann5,nuann7,,nuann9
uann,ng,nguann,nguann,nguánn,nguànn,,nguânn,nguānn,,ngua̋nn,nguann1,nguann2,nguann3,,nguann5,nguann7,,nguann9
uann,p,puann,puann,puánn,puànn,,puânn,puānn,,pua̋nn,puann1,puann2,puann3,,puann5,puann7,,puann9
uann,ph,phuann,phuann,phuánn,phuànn,,phuânn,phuānn,,phua̋nn,phuann1,phuann2,phuann3,,phuann5,phuann7,,phuann9
uann,s,suann,suann,suánn,suànn,,suânn,suānn,,sua̋nn,suann1,suann2,suann3,,suann5,suann7,,suann9
uann,t,tuann,tuann,tuánn,tuànn,,tuânn,tuānn,,tua̋nn,tuann1,tuann2,tuann3,,tuann5,tuann7,,tuann9
uann,th,thuann,thuann,thuánn,thuànn,,thuânn,thuānn,,thua̋nn,thuann1,thuann2,thuann3,,thuann5,thuann7,,thuann9
uann,ts,tsuann,tsuann,tsuánn,tsuànn,,tsuânn,tsuānn,,tsua̋nn,tsuann1,tsuann2,tsuann3,,tsuann5,tsuann7,,tsuann9
uann,tsh,tshuann,tshuann,tshuánn,tshuànn,,tshuânn,tshuānn,,tshua̋nn,tshuann1,tshuann2,tshuann3,,tshuann5,tshuann7,,tshuann9
uat,,uat,uat,uát,uàt,uat,uât,uāt,ua̍t,ua̋t,uat1,uat2,uat3,uat4,uat5,uat7,uat8,uat9
uat,b,buat,buat,buát,buàt,buat,buât,buāt,bua̍t,bua̋t,buat1,buat2,buat3,buat4,buat5,buat7,buat8,buat9
uat,g,guat,guat,guát,guàt,guat,guât,guāt,gua̍t,gua̋t,guat1,guat2,guat3,guat4,guat5,guat7,guat8,guat9
uat,h,huat,huat,huát,huàt,huat,huât,huāt,hua̍t,hua̋t,huat1,huat2,huat3,huat4,huat5,huat7,huat8,huat9
uat,j,juat,juat,juát,juàt,juat,juât,juāt,jua̍t,jua̋t,juat1,juat2,juat3,juat4,juat5,juat7,juat8,juat9
uat,k,kuat,kuat,kuát,kuàt,kuat,kuât,kuāt,kua̍t,kua̋t,kuat1,kuat2,kuat3,kuat4,kuat5,kuat7,kuat8,kuat9
uat,kh,khuat,khuat,khuát,khuàt,khuat,khuât,khuāt,khua̍t,khua̋t,khuat1,khuat2,khuat3,khuat4,khuat5,khuat7,khuat8,khuat9
uat,l,luat,luat,luát,luàt,luat,luât,luāt,lua̍t,lua̋t,luat1,luat2,luat3,luat4,luat5,luat7,luat8,luat9
uat,m,muat,muat,muát,muàt,muat,muât,muāt,mua̍t,mua̋t,muat1,muat2,muat3,muat4,muat5,muat7,muat8,muat9
uat,n,nuat,nuat,nuát,nuàt,nuat,nuât,nuāt,nua̍t,nua̋t,nuat1,nuat2,nuat3,nuat4,nuat5,nuat7,nuat8,nuat9
uat,ng,nguat,nguat,nguát,nguàt,nguat,nguât,nguāt,ngua̍t,ngua̋t,nguat1,nguat2,nguat3,nguat4,nguat5,nguat7,nguat8,nguat9
uat,p,puat,puat,puát,puàt,puat,puât,puāt,pua̍t,pua̋t,puat1,puat2,puat3,puat4,puat5,puat7,puat8,puat9
uat,ph,phuat,phuat,phuát,phuàt,phuat,phuât,phuāt,phua̍t,phua̋t,phuat1,phuat2,phuat3,phuat4,phuat5,phuat7,phuat8,phuat9
uat,s,suat,suat,suát,suàt,suat,suât,suāt,sua̍t,sua̋t,suat1,suat2,suat3,suat4,suat5,suat7,suat8,suat9
uat,t,tuat,tuat,tuát,tuàt,tuat,tuât,tuāt,tua̍t,tua̋t,tuat1,tuat2,tuat3,tuat4,tuat5,tuat7,tuat8,tuat9
uat,th,thuat,thuat,thuát,thuàt,thuat,thuât,thuāt,thua̍t,thua̋t,thuat1,thuat2,thuat3,thuat4,thuat5,thuat7,thuat8,thuat9
uat,ts,tsuat,tsuat,tsuát,tsuàt,tsuat,tsuât,tsuāt,tsua̍t,tsua̋t,tsuat1,tsuat2,tsuat3,tsuat4,tsuat5,tsuat7,tsuat8,tsuat9
uat,tsh,tshuat,tshuat,tshuát,tshuàt,tshuat,tshuât,tshuāt,tshua̍t,tshua̋t,tshuat1,tshuat2,tshuat3,tshuat4,tshuat5,tshuat7,tshuat8,tshuat9
ue,,ue,ue,ué,uè,,uê,uē,,ue̋,ue1,ue2,ue3,,ue5,ue7,,ue9
ue,b,bue,bue,bué,buè,,buê,buē,,bue̋,bue1,bue2,bue3,,bue5,bue7,,bue9
ue,g,gue,gue,gué,guè,,guê,guē,,gue̋,gue1,gue2,gue3,,gue5,gue7,,gue9
ue,h,hue,hue,hué,huè,,huê,huē,,hue̋,hue1,hue2,hue3,,hue5,hue7,,hue9
ue,j,jue,jue,jué,juè,,juê,juē,,jue̋,jue1,jue2,jue3,,jue5,jue7,,jue9
ue,k,kue,kue,kué,kuè,,kuê,kuē,,kue̋,kue1,kue2,kue3,,kue5,kue7,,kue9
ue,kh,khue,khue,khué,khuè,,khuê,khuē,,khue̋,khue1,khue2,khue3,,khue5,khue7,,khue9
ue,l,lue,lue,lué,luè,,luê,luē,,lue̋,lue1,lue2,lue3,,lue5,lue7,,lue9
ue,m,mue,mue,mué,muè,,muê,muē,,mue̋,mue1,mue2,mue3,,mue5,mue7,,mue9
ue,n,nue,nue,nué,nuè,,nuê,nuē,,nue̋,nue1,nue2,nue3,,nue5,nue7,,nue9
ue,ng,ngue,ngue,ngué,nguè,,nguê,nguē,,ngue̋,ngue1,ngue2,ngue3,,ngue5,ngue7,,ngue9
ue,p,pue,pue,pué,puè,,puê,puē,,pue̋,pue1,pue2,pue3,,pue5,pue7,,pue9
ue,ph,phue,phue,phué,phuè,,phuê,phuē,,phue̋,phue1,phue2,phue3,,phue5,phue7,,phue9
ue,s,sue,sue,sué,suè,,suê,suē,,sue̋,sue1,sue2,sue3,,sue5,sue7,,sue9
ue,t,tue,tue,tué,tuè,,tuê,tuē,,tue̋,tue1,tue2,tue3,,tue5,tue7,,tue9
ue,th,thue,thue,thué,thuè,,thuê,thuē,,thue̋,thue1,thue2,thue3,,thue5,thue7,,thue9
ue,ts,tsue,tsue,tsué,tsuè,,tsuê,tsuē,,tsue̋,tsue1,tsue2,tsue3,,tsue5,tsue7,,tsue9
ue,tsh,tshue,tshue,tshué,tshuè,,tshuê,tshuē,,tshue̋,tshue1,tshue2,tshue3,,tshue5,tshue7,,tshue9
ueh,,ueh,ueh,uéh,uèh,ueh,uêh,uēh,ue̍h,ue̋h,ueh1,ueh2,ueh3,ueh4,ueh5,ueh7,ueh8,ueh9
ueh,b,bueh,bueh,buéh,buèh,bueh,buêh,buēh,bue̍h,bue̋h,bueh1,bueh2,bueh3,bueh4,bueh5,bueh7,bueh8,bueh9
ueh,g,gueh,gueh,guéh,guèh,gueh,guêh,guēh,gue̍h,gue̋h,gueh1,gueh2,gueh3,gueh4,gueh5,gueh7,gueh8,gueh9
ueh,h,hueh,hueh,huéh,huèh,hueh,huêh,huēh,hue̍h,hue̋h,hueh1,hueh2,hueh3,hueh4,hueh5,hueh7,hueh8,hueh9
ueh,j,jueh,jueh,juéh,juèh,jueh,juêh,juēh,jue̍h,jue̋h,jueh1,jueh2,jueh3,jueh4,jueh5,jueh7,jueh8,jueh9
ueh,k,kueh,kueh,kuéh,kuèh,kueh,kuêh,kuēh,kue̍h,kue̋h,kueh1,kueh2,kueh3,kueh4,kueh5,kueh7,kueh8,kueh9
ueh,kh,khueh,khueh,khuéh,khuèh,khueh,khuêh,khuēh,khue̍h,khue̋h,khueh1,khueh2,khueh3,khueh4,khueh5,khueh7,khueh8,khueh9
ueh,l,lueh,lueh,luéh,luèh,lueh,luêh,luēh,lue̍h,lue̋h,lueh1,lueh2,lueh3,lueh4,lueh5,lueh7,lueh8,lueh9
ueh,m,mueh,mueh,muéh,muèh,mueh,muêh,muēh,mue̍h,mue̋h,mueh1,mueh2,mueh3,mueh4,mueh5,mueh7,mueh8,mueh9
ueh,n,nueh,nueh,nuéh,nuèh,nueh,nuêh,nuēh,nue̍h,nue̋h,nueh1,nueh2,nueh3,nueh4,nueh5,nueh7,nueh8,nueh9
ueh,ng,ngueh,ngueh,nguéh,nguèh,ngueh,nguêh,nguēh,ngue̍h,ngue̋h,ngueh1,ngueh2,ngueh3,ngueh4,ngueh5,ngueh7,ngueh8,ngueh9
ueh,p,pueh,pueh,puéh,puèh,pueh,puêh,puēh,pue̍h,pue̋h,pueh1,pueh2,pueh3,pueh4,pueh5,pueh7,pueh8,pueh9
ueh,ph,phueh,phueh,phuéh,phuèh,phueh,phuêh,phuēh,phue̍h,phue̋h,phueh1,phueh2,phueh3,phueh4,phueh5,phueh7,phueh8,phueh9
ueh,s,sueh,sueh,suéh,suèh,sueh,suêh,suēh,sue̍h,sue̋h,sueh1,sueh2,sueh3,sueh4,sueh5,sueh7,sueh8,sueh9
ueh,t,tueh,tueh,tuéh,tuèh,tueh,tuêh,tuēh,tue̍h,tue̋h,tueh1,tueh2,tueh3,tueh4,tueh5,tueh7,tueh8,tueh9
ueh,th,thueh,thueh,thuéh,thuèh,thueh,thuêh,thuēh,thue̍h,thue̋h,thueh1,thueh2,thueh3,thueh4,thueh5,thueh7,thueh8,thueh9
ueh,ts,tsueh,tsueh,tsuéh,tsuèh,tsueh,tsuêh,tsuēh,tsue̍h,tsue̋h,tsueh1,tsueh2,tsueh3,tsueh4,tsueh5,tsueh7,tsueh8,tsueh9
ueh,tsh,tshueh,tshueh,tshuéh,tshuèh,tshueh,tshuêh,tshuēh,tshue̍h,tshue̋h,tshueh1,tshueh2,tshueh3,tshueh4,tshueh5,tshueh7,tshueh8,tshueh9
uh,,uh,uh,úh,ùh,uh,ûh,ūh,u̍h,űh,uh1,uh2,uh3,uh4,uh5,uh7,uh8,uh9
uh,b,buh,buh,búh,bùh,buh,bûh,būh,bu̍h,bűh,buh1,buh2,buh3,buh4,buh5,buh7,buh8,buh9
uh,g,guh,guh,gúh,gùh,guh,gûh,gūh,gu̍h,gűh,guh1,guh2,guh3,guh4,guh5,guh7,guh8,guh9
uh,h,huh,huh,húh,hùh,huh,hûh,hūh,hu̍h,hűh,huh1,huh2,huh3,huh4,huh5,huh7,huh8,huh9
uh,j,juh,juh,júh,jùh,juh,jûh,jūh,ju̍h,jűh,juh1,juh2,juh3,juh4,juh5,juh7,juh8,juh9
uh,k,kuh,kuh,kúh,kùh,kuh,kûh,kūh,ku̍h,kűh,kuh1,kuh2,kuh3,kuh4,kuh5,kuh7,kuh8,kuh9
uh,kh,khuh,khuh,khúh,khùh,khuh,khûh,khūh,khu̍h,khűh,khuh1,khuh2,khuh3,khuh4,khuh5,khuh7,khuh8,khuh9
uh,l,luh,luh,lúh,lùh,luh,lûh,lūh,lu̍h,lűh,luh1,luh2,luh3,luh4,luh5,luh7,luh8,luh9
uh,m,muh,muh,múh,mùh,muh,mûh,mūh,mu̍h,műh,muh1,muh2,muh3,muh4,muh5,muh7,muh8,muh9
uh,n,nuh,nuh,núh,nùh,nuh,nûh,nūh,nu̍h,nűh,nuh1,nuh2,nuh3,nuh4,nuh5,nuh7,nuh8,nuh9
uh,ng,nguh,nguh,ngúh,ngùh,nguh,ngûh,ngūh,ngu̍h,ngűh,nguh1,nguh2,nguh3,nguh4,nguh5,nguh7,nguh8,nguh9
uh,p,puh,puh,púh,pùh,puh,pûh,pūh,pu̍h,pűh,puh1,puh2,puh3,puh4,puh5,puh7,puh8,puh9
uh,ph,phuh,phuh,phúh,phùh,phuh,phûh,phūh,phu̍h,phűh,phuh1,phuh2,phuh3,phuh4,phuh5,phuh7,phuh8,phuh9
uh,s,suh,suh,súh,sùh,suh,sûh,sūh,su̍h,sűh,suh1,suh2,suh3,suh4,suh5,suh7,suh8,suh9
uh,t,tuh,tuh,túh,tùh,tuh,tûh,tūh,tu̍h,tűh,tuh1,tuh2,tuh3,tuh4,tuh5,tuh7,tuh8,tuh9
uh,th,thuh,thuh,thúh,thùh,thuh,thûh,thūh,thu̍h,thűh,thuh1,thuh2,thuh3,thuh4,thuh5,thuh7,thuh8,thuh9
uh,ts,tsuh,tsuh,tsúh,tsùh,tsuh,tsûh,tsūh,tsu̍h,tsűh,tsuh1,tsuh2,tsuh3,tsuh4,tsuh5,tsuh7,tsuh8,tsuh9
uh,tsh,tshuh,tshuh,tshúh,tshùh,tshuh,tshûh,tshūh,tshu̍h,tshűh,tshuh1,tshuh2,tshuh3,tshuh4,tshuh5,tshuh7,tshuh8,tshuh9
ui,,ui,ui,uí,uì,,uî,uī,,ui̋,ui1,ui2,ui3,,ui5,ui7,,ui9
ui,b,bui,bui,buí,buì,,buî,buī,,bui̋,bui1,bui2,bui3,,bui5,bui7,,bui9
ui,g,gui,gui,guí,guì,,guî,guī,,gui̋,gui1,gui2,gui3,,gui5,gui7,,gui9
ui,h,hui,hui,huí,huì,,huî,huī,,hui̋,hui1,hui2,hui3,,hui5,hui7,,hui9
ui,j,jui,jui,juí,juì,,juî,juī,,jui̋,jui1,jui2,jui3,,jui5,jui7,,jui9
ui,k,kui,kui,kuí,kuì,,kuî,kuī,,kui̋,kui1,kui2,kui3,,kui5,kui7,,kui9
ui,kh,khui,khui,khuí,khuì,,khuî,khuī,,khui̋,khui1,khui2,khui3,,khui5,khui7,,khui9
